,A.1_DikeIncrease,A.2_DikeIncrease,A.3_DikeIncrease,A.4_DikeIncrease,A.5_DikeIncrease,0_RfR,1_RfR,2_RfR,3_RfR,4_RfR,EWS_DaysToThreat,frac_Expected Number of Deaths(1/3),frac_Expected Number of Deaths(2/5),frac_Expected Number of Deaths(4),frac_Dike Investment Costs(1/3),frac_Dike Investment Costs(2/5),frac_Dike Investment Costs(4),frac_RfR Total Costs,frac_Expected Evacuation Costs
0,0,0,4,0,6,1,0,0,1,0,2,0.65,0.75,0.55,1.0,1.0,1.0,0.0,1.0
1,7,9,10,8,5,1,1,1,0,1,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,7,3,7,1,1,0,0,1,3,0.9,0.75,0.9,1.0,1.0,0.0,0.0,1.0
3,5,8,8,0,4,0,0,0,1,1,2,1.0,1.0,0.65,0.0,0.0,1.0,0.0,1.0
4,0,9,0,7,8,1,0,0,0,0,4,0.35,1.0,1.0,1.0,0.0,0.0,1.0,1.0
5,0,0,10,9,4,0,0,1,1,0,0,0.2,0.4,1.0,1.0,1.0,0.0,0.0,1.0
6,9,2,6,2,5,0,0,1,0,0,3,1.0,0.95,0.75,0.0,0.0,0.0,1.0,1.0
7,5,9,9,0,5,1,0,0,0,0,2,1.0,0.95,0.4,0.0,0.0,1.0,1.0,1.0
8,1,5,10,3,5,0,0,1,0,0,4,0.65,1.0,0.85,0.0,0.0,0.0,1.0,1.0
9,10,5,2,6,2,0,0,0,0,0,4,0.7,0.85,1.0,0.0,0.0,0.0,1.0,1.0
10,0,0,0,5,4,1,0,1,0,0,3,0.4,0.75,0.95,1.0,1.0,0.0,0.0,1.0
11,3,6,10,9,2,1,0,0,0,0,2,1.0,0.8,1.0,0.0,0.0,0.0,1.0,1.0
12,0,3,7,10,9,1,0,1,1,1,2,0.8,0.95,1.0,1.0,0.0,0.0,0.0,1.0
13,6,0,7,3,7,1,0,0,0,0,3,1.0,0.75,0.85,0.0,1.0,0.0,1.0,1.0
14,0,0,8,5,7,0,0,1,0,0,1,0.35,0.55,0.85,1.0,1.0,0.0,1.0,1.0
15,5,10,1,10,10,0,0,1,0,0,2,0.6,1.0,1.0,0.0,0.0,0.0,1.0,1.0
16,2,3,8,0,7,0,0,0,1,1,3,0.8,0.95,0.7,0.0,0.0,1.0,0.0,1.0
17,5,0,10,6,6,1,1,1,1,1,3,1.0,0.85,1.0,0.0,1.0,0.0,0.0,1.0
18,0,6,2,0,5,0,1,1,1,0,3,0.6,1.0,0.6,1.0,0.0,1.0,0.0,1.0
19,4,0,6,0,3,1,0,0,0,1,2,0.9,0.6,0.55,0.0,1.0,1.0,0.0,1.0
20,0,7,3,4,5,0,1,1,1,1,3,0.7,1.0,1.0,1.0,0.0,0.0,0.0,1.0
21,1,2,10,8,4,0,0,1,0,0,3,0.65,0.9,1.0,0.0,0.0,0.0,1.0,1.0
22,0,7,10,2,6,0,0,1,0,0,3,0.5,1.0,0.75,1.0,0.0,0.0,1.0,1.0
23,5,5,5,1,6,1,0,0,0,0,3,0.9,1.0,0.65,0.0,0.0,0.0,1.0,1.0
24,9,6,8,6,6,0,0,0,0,0,0,0.9,0.9,0.85,0.0,0.0,0.0,1.0,1.0
