,A.1_DikeIncrease,A.2_DikeIncrease,A.3_DikeIncrease,A.4_DikeIncrease,A.5_DikeIncrease,0_RfR,1_RfR,2_RfR,3_RfR,4_RfR,EWS_DaysToThreat,frac_Expected Number of Deaths(1/3),frac_Expected Number of Deaths(2/5),frac_Expected Number of Deaths(4),frac_Dike Investment Costs(1/3),frac_Dike Investment Costs(2/5),frac_Dike Investment Costs(4),frac_RfR Total Costs,frac_Expected Evacuation Costs
20,4,3,7,10,1,1,0,1,1,1,1,0.9,0.2,1.0,1.0,1.0,0.0,1.0,1.0
21,0,9,7,2,6,0,1,1,1,1,2,0.55,0.9,0.55,1.0,0.0,1.0,0.0,1.0
22,5,2,3,10,5,0,0,1,0,0,0,0.65,0.25,1.0,1.0,1.0,0.0,1.0,1.0
23,1,6,9,1,9,1,0,1,1,1,1,0.8,0.9,0.3,1.0,0.0,1.0,1.0,1.0
24,5,3,5,1,3,1,0,1,1,1,3,0.85,0.35,0.3,1.0,1.0,1.0,1.0,1.0
25,8,8,7,2,10,1,0,0,1,0,4,0.9,0.95,0.5,0.0,0.0,1.0,1.0,1.0
26,7,8,10,9,8,1,1,0,1,0,1,1.0,0.95,1.0,0.0,0.0,0.0,1.0,1.0
27,2,1,9,10,3,1,1,1,1,0,3,0.95,0.15,1.0,1.0,1.0,0.0,1.0,1.0
28,10,2,8,1,5,0,0,0,0,0,3,0.95,0.2,0.15,0.0,1.0,1.0,1.0,1.0
29,6,9,1,10,9,1,0,1,1,1,3,0.35,1.0,1.0,1.0,0.0,0.0,1.0,1.0
30,3,4,10,1,1,1,1,0,1,1,1,0.95,0.2,0.3,1.0,1.0,1.0,0.0,1.0
31,10,2,6,6,5,1,0,0,1,0,3,0.9,0.3,0.9,0.0,1.0,0.0,1.0,1.0
32,1,8,10,7,9,1,0,1,1,0,3,0.8,1.0,0.95,1.0,0.0,0.0,1.0,1.0
33,4,4,7,2,7,1,0,0,1,1,3,0.85,0.7,0.55,1.0,0.0,1.0,1.0,1.0
34,5,3,6,2,0,1,0,1,1,1,2,0.85,0.1,0.55,1.0,1.0,1.0,1.0,1.0
35,5,4,6,2,10,1,1,1,1,0,3,0.85,0.8,0.5,1.0,0.0,1.0,1.0,1.0
36,7,9,5,1,9,1,0,1,1,1,3,0.9,1.0,0.3,0.0,0.0,1.0,1.0,1.0
37,3,7,7,9,8,1,0,0,1,1,4,0.85,0.9,1.0,1.0,0.0,0.0,1.0,1.0
38,8,2,7,2,0,0,0,1,1,1,0,0.9,0.1,0.55,0.0,1.0,1.0,1.0,1.0
39,4,5,6,2,8,0,0,0,1,1,2,0.75,0.8,0.55,1.0,0.0,1.0,1.0,1.0
40,5,2,1,2,4,1,0,1,1,0,3,0.25,0.3,0.5,1.0,1.0,1.0,1.0,1.0
41,1,9,8,2,7,1,0,0,1,0,4,0.75,0.95,0.5,1.0,0.0,1.0,1.0,1.0
42,6,1,8,7,5,1,1,1,1,0,3,1.0,0.25,0.95,0.0,1.0,0.0,1.0,1.0
43,8,2,8,2,6,1,0,1,1,1,1,1.0,0.45,0.55,0.0,0.0,1.0,1.0,1.0
44,7,1,9,2,3,1,0,1,1,0,1,1.0,0.15,0.5,0.0,1.0,1.0,1.0,1.0
45,4,3,7,1,3,1,0,1,0,1,3,0.9,0.15,0.25,1.0,1.0,1.0,1.0,1.0
46,7,3,9,10,3,0,1,1,1,1,1,0.95,0.35,1.0,0.0,1.0,0.0,0.0,1.0
47,7,1,1,2,5,0,0,1,1,1,3,0.35,0.25,0.55,0.0,1.0,1.0,1.0,1.0
48,1,9,4,2,9,1,0,0,1,1,2,0.5,1.0,0.55,1.0,0.0,1.0,1.0,1.0
49,5,9,7,1,7,1,0,1,1,0,1,0.9,0.95,0.25,1.0,0.0,1.0,1.0,1.0
50,5,10,4,2,9,0,0,0,1,0,4,0.65,1.0,0.5,1.0,0.0,1.0,1.0,1.0
