,A.1_DikeIncrease,A.2_DikeIncrease,A.3_DikeIncrease,A.4_DikeIncrease,A.5_DikeIncrease,0_RfR,1_RfR,2_RfR,3_RfR,4_RfR,EWS_DaysToThreat,frac_Expected Number of Deaths(1/3),frac_Expected Number of Deaths(2/5),frac_Expected Number of Deaths(4),frac_Dike Investment Costs(1/3),frac_Dike Investment Costs(2/5),frac_Dike Investment Costs(4),frac_RfR Total Costs,frac_Expected Evacuation Costs
28,4,9,10,2,5,1,1,1,1,1,2,0.97,0.76,0.44,0.0,0.0,1.0,0.0,1.0
29,1,10,9,9,10,0,1,1,1,0,3,0.68,0.98,0.99,1.0,0.0,0.0,1.0,1.0
30,2,2,10,7,5,0,1,1,1,0,1,0.8,0.27,0.92,1.0,1.0,0.0,1.0,1.0
31,7,6,9,2,5,1,0,1,1,1,0,0.98,0.67,0.44,0.0,0.0,1.0,1.0,1.0
32,4,2,9,1,5,1,1,0,1,1,3,0.95,0.19,0.24,1.0,1.0,1.0,0.0,1.0
33,4,9,8,10,10,1,0,0,1,1,0,0.89,0.97,1.0,1.0,0.0,0.0,1.0,1.0
34,3,3,4,6,3,1,0,1,1,1,1,0.69,0.29,0.91,1.0,1.0,0.0,1.0,1.0
35,3,3,8,10,3,1,1,0,1,0,2,0.9,0.24,1.0,1.0,1.0,0.0,1.0,1.0
36,4,2,8,5,5,1,0,1,1,1,0,0.91,0.27,0.84,1.0,1.0,0.0,1.0,1.0
37,10,2,10,0,5,0,1,1,1,0,0,0.99,0.27,0.03,0.0,1.0,1.0,1.0,1.0
38,3,10,1,2,8,1,0,1,1,1,1,0.23,0.94,0.44,1.0,0.0,1.0,1.0,1.0
39,7,5,9,2,0,1,1,1,1,0,1,0.99,0.03,0.39,0.0,1.0,1.0,1.0,1.0
40,10,10,8,10,9,1,0,1,1,0,0,0.97,0.96,1.0,0.0,0.0,0.0,1.0,1.0
41,4,2,9,6,5,1,1,1,1,1,0,0.97,0.27,0.91,1.0,1.0,0.0,0.0,1.0
42,3,3,9,7,2,1,1,1,0,0,1,0.94,0.03,0.91,1.0,1.0,0.0,1.0,1.0
43,7,2,10,2,4,0,0,1,1,1,0,0.96,0.24,0.44,0.0,1.0,1.0,1.0,1.0
44,4,1,8,7,5,1,1,1,1,1,3,0.95,0.12,0.94,1.0,1.0,0.0,0.0,1.0
45,9,9,5,2,9,1,0,1,1,1,3,0.83,0.95,0.44,0.0,0.0,1.0,1.0,1.0
46,4,2,3,2,4,1,0,1,1,1,3,0.57,0.24,0.44,1.0,1.0,1.0,1.0,1.0
47,4,1,8,10,4,1,1,0,1,0,2,0.92,0.06,1.0,1.0,1.0,0.0,1.0,1.0
48,4,2,10,2,5,1,1,1,1,1,1,0.97,0.27,0.44,0.0,1.0,1.0,0.0,1.0
49,4,2,9,2,5,0,0,1,1,0,3,0.83,0.27,0.39,1.0,1.0,1.0,1.0,1.0
50,5,9,8,7,10,1,1,1,1,1,1,0.96,0.97,0.94,0.0,0.0,0.0,0.0,1.0
51,3,2,8,10,5,1,1,1,1,1,0,0.93,0.27,1.0,1.0,1.0,0.0,0.0,1.0
52,7,10,10,10,5,1,1,1,1,1,1,0.99,0.76,1.0,0.0,0.0,0.0,0.0,1.0
53,4,2,9,1,5,1,0,1,1,1,1,0.93,0.27,0.24,1.0,1.0,1.0,1.0,1.0
54,8,9,9,1,10,1,0,1,1,1,1,0.98,0.97,0.24,0.0,0.0,1.0,1.0,1.0
55,3,1,10,2,5,1,1,1,1,0,2,0.95,0.12,0.39,1.0,1.0,1.0,1.0,1.0
56,9,2,10,8,5,0,1,1,1,1,0,0.99,0.27,0.97,0.0,1.0,0.0,0.0,1.0
57,3,9,8,10,9,1,1,0,1,0,0,0.9,0.95,1.0,1.0,0.0,0.0,1.0,1.0
58,4,10,8,8,10,1,1,0,1,1,3,0.93,0.97,0.97,1.0,0.0,0.0,0.0,1.0
59,10,2,9,10,4,1,1,0,1,1,0,0.97,0.16,1.0,0.0,1.0,0.0,0.0,1.0
60,4,9,9,6,6,1,1,1,1,0,0,0.97,0.83,0.87,1.0,0.0,0.0,1.0,1.0
61,7,2,10,1,5,1,0,1,1,0,3,0.98,0.27,0.13,0.0,1.0,1.0,1.0,1.0
62,4,1,9,2,6,1,1,1,0,0,0,0.96,0.11,0.22,1.0,1.0,1.0,1.0,1.0
63,4,4,9,1,0,1,1,1,1,0,0,0.97,0.03,0.13,1.0,1.0,1.0,1.0,1.0
64,4,7,9,7,5,1,1,1,1,0,0,0.97,0.73,0.92,1.0,0.0,0.0,1.0,1.0
65,4,1,9,6,6,1,1,1,1,0,0,0.97,0.12,0.87,1.0,1.0,0.0,1.0,1.0
66,3,3,7,5,3,0,0,1,1,0,1,0.7,0.29,0.81,1.0,1.0,0.0,1.0,1.0
67,7,7,9,2,7,1,1,1,1,0,0,0.99,0.87,0.39,0.0,0.0,1.0,1.0,1.0
68,7,8,9,2,9,0,0,1,1,1,0,0.96,0.94,0.44,0.0,0.0,1.0,1.0,1.0
69,10,6,9,6,10,1,0,1,1,1,0,0.99,0.87,0.91,0.0,0.0,0.0,1.0,1.0
70,5,5,7,2,5,1,1,1,1,1,0,0.94,0.6,0.44,1.0,0.0,1.0,0.0,1.0
71,4,2,9,5,4,1,1,1,1,0,3,0.97,0.24,0.81,1.0,1.0,0.0,1.0,1.0
72,4,0,9,8,4,1,0,1,1,0,0,0.93,0.02,0.97,1.0,1.0,0.0,1.0,1.0
73,7,10,10,5,10,1,0,0,1,0,1,0.98,0.97,0.81,0.0,0.0,0.0,1.0,1.0
74,3,3,7,2,2,1,1,1,1,0,0,0.91,0.18,0.39,1.0,1.0,1.0,1.0,1.0
75,10,1,9,10,4,1,0,1,1,1,1,0.99,0.1,1.0,0.0,1.0,0.0,1.0,1.0
76,4,10,9,2,10,1,1,1,1,0,2,0.97,0.98,0.39,1.0,0.0,1.0,1.0,1.0
77,6,1,10,2,6,1,0,0,0,1,3,0.97,0.07,0.37,0.0,1.0,1.0,1.0,1.0
78,7,9,9,6,10,0,1,1,1,1,0,0.98,0.97,0.91,0.0,0.0,0.0,0.0,1.0
79,5,8,9,9,10,1,1,1,1,0,4,0.98,0.96,0.99,0.0,0.0,0.0,1.0,1.0
80,4,3,9,1,3,0,0,1,1,0,1,0.83,0.29,0.13,1.0,1.0,1.0,1.0,1.0
