,A.1_DikeIncrease,A.2_DikeIncrease,A.3_DikeIncrease,A.4_DikeIncrease,A.5_DikeIncrease,0_RfR,1_RfR,2_RfR,3_RfR,4_RfR,EWS_DaysToThreat,frac_Expected Number of Deaths(1/3),frac_Expected Number of Deaths(2/5),frac_Expected Number of Deaths(4),frac_Dike Investment Costs(1/3),frac_Dike Investment Costs(2/5),frac_Dike Investment Costs(4),frac_RfR Total Costs,frac_Expected Evacuation Costs
36,4,1,9,7,6,1,0,1,0,0,3,0.92,0.11,0.91,1.0,1.0,0.0,1.0,1.0
37,5,1,9,9,6,1,0,1,1,0,0,0.96,0.12,0.99,0.0,1.0,0.0,1.0,1.0
38,4,2,8,2,7,1,1,1,1,1,1,0.95,0.3,0.44,1.0,0.0,1.0,0.0,1.0
39,8,1,9,1,6,1,0,1,1,1,0,0.98,0.12,0.24,0.0,1.0,1.0,1.0,1.0
40,7,1,10,2,4,1,0,0,1,1,0,0.98,0.06,0.44,0.0,1.0,1.0,1.0,1.0
41,4,2,8,0,5,0,1,1,0,0,3,0.9,0.16,0.01,1.0,1.0,1.0,1.0,1.0
42,4,9,9,4,9,1,1,0,1,1,3,0.95,0.95,0.75,1.0,0.0,0.0,0.0,1.0
43,4,1,7,1,2,1,1,1,1,0,0,0.93,0.06,0.13,1.0,1.0,1.0,1.0,1.0
44,5,10,9,2,5,1,0,1,1,0,2,0.96,0.76,0.39,0.0,0.0,1.0,1.0,1.0
45,3,1,8,2,6,1,0,1,1,1,1,0.88,0.12,0.44,1.0,1.0,1.0,1.0,1.0
46,3,10,8,9,9,1,1,0,1,0,3,0.9,0.95,0.99,1.0,0.0,0.0,1.0,1.0
47,8,8,9,9,6,1,0,1,1,1,3,0.98,0.82,1.0,0.0,0.0,0.0,1.0,1.0
48,3,2,10,2,4,1,0,0,1,0,0,0.89,0.16,0.39,1.0,1.0,1.0,1.0,1.0
49,4,1,9,7,4,1,0,1,1,1,1,0.93,0.1,0.94,1.0,1.0,0.0,1.0,1.0
50,7,6,9,6,5,1,1,1,1,1,0,0.99,0.67,0.91,0.0,0.0,0.0,0.0,1.0
51,2,2,8,10,5,1,1,1,1,1,0,0.91,0.27,1.0,1.0,1.0,0.0,0.0,1.0
52,5,10,4,8,10,1,1,1,1,0,1,0.75,0.98,0.97,1.0,0.0,0.0,1.0,1.0
53,8,6,10,2,6,1,1,1,1,0,1,0.99,0.73,0.39,0.0,0.0,1.0,1.0,1.0
54,4,2,10,2,5,0,0,1,1,1,2,0.83,0.27,0.44,0.0,1.0,1.0,1.0,1.0
55,4,10,9,2,5,1,0,1,1,1,1,0.93,0.76,0.44,1.0,0.0,1.0,1.0,1.0
56,4,10,8,2,8,1,1,1,1,0,1,0.95,0.94,0.39,1.0,0.0,1.0,1.0,1.0
57,4,9,10,2,5,1,1,1,1,1,2,0.97,0.76,0.44,0.0,0.0,1.0,0.0,1.0
58,5,0,10,10,10,0,1,1,1,0,4,0.96,0.02,1.0,0.0,1.0,0.0,1.0,1.0
59,1,10,9,9,10,0,1,1,1,0,3,0.68,0.98,0.99,1.0,0.0,0.0,1.0,1.0
60,2,2,10,7,5,0,1,1,1,0,1,0.8,0.27,0.92,1.0,1.0,0.0,1.0,1.0
61,4,10,9,5,2,1,1,1,0,0,1,0.96,0.1,0.74,1.0,0.0,0.0,1.0,1.0
62,5,9,8,1,9,1,1,1,1,1,4,0.96,0.95,0.24,0.0,0.0,1.0,0.0,1.0
63,7,6,9,2,5,1,0,1,1,1,0,0.98,0.67,0.44,0.0,0.0,1.0,1.0,1.0
64,7,9,9,4,10,0,1,1,1,1,4,0.98,0.97,0.75,0.0,0.0,0.0,0.0,1.0
65,4,2,9,1,5,1,1,0,1,1,3,0.95,0.19,0.24,1.0,1.0,1.0,0.0,1.0
66,8,6,10,8,3,1,1,1,1,1,2,0.99,0.45,0.97,0.0,0.0,0.0,0.0,1.0
67,4,9,8,10,10,1,0,0,1,1,0,0.89,0.97,1.0,1.0,0.0,0.0,1.0,1.0
68,4,4,9,1,5,1,1,1,1,1,0,0.97,0.53,0.24,1.0,0.0,1.0,0.0,1.0
69,3,3,4,6,3,1,0,1,1,1,1,0.69,0.29,0.91,1.0,1.0,0.0,1.0,1.0
70,3,3,8,10,3,1,1,0,1,0,2,0.9,0.24,1.0,1.0,1.0,0.0,1.0,1.0
71,4,2,8,5,5,1,0,1,1,1,0,0.91,0.27,0.84,1.0,1.0,0.0,1.0,1.0
72,10,2,10,0,5,0,1,1,1,0,0,0.99,0.27,0.03,0.0,1.0,1.0,1.0,1.0
73,3,10,1,2,8,1,0,1,1,1,1,0.23,0.94,0.44,1.0,0.0,1.0,1.0,1.0
74,7,5,9,2,0,1,1,1,1,0,1,0.99,0.03,0.39,0.0,1.0,1.0,1.0,1.0
75,10,10,8,10,9,1,0,1,1,0,0,0.97,0.96,1.0,0.0,0.0,0.0,1.0,1.0
76,8,7,10,7,10,0,1,1,1,1,3,0.98,0.93,0.94,0.0,0.0,0.0,0.0,1.0
77,7,7,9,4,6,1,1,1,1,1,0,0.99,0.79,0.75,0.0,0.0,0.0,0.0,1.0
78,4,2,9,6,5,1,1,1,1,1,0,0.97,0.27,0.91,1.0,1.0,0.0,0.0,1.0
79,9,9,9,1,6,1,0,1,0,1,3,0.98,0.75,0.12,0.0,0.0,1.0,1.0,1.0
80,7,6,7,2,7,1,1,1,1,1,0,0.95,0.81,0.44,0.0,0.0,1.0,0.0,1.0
81,3,3,9,7,2,1,1,1,0,0,1,0.94,0.03,0.91,1.0,1.0,0.0,1.0,1.0
82,4,2,9,3,5,1,1,0,1,0,0,0.95,0.19,0.53,1.0,1.0,0.0,1.0,1.0
83,4,3,9,4,3,1,1,1,0,0,3,0.96,0.13,0.64,1.0,1.0,0.0,1.0,1.0
