,A.1_DikeIncrease,A.2_DikeIncrease,A.3_DikeIncrease,A.4_DikeIncrease,A.5_DikeIncrease,0_RfR,1_RfR,2_RfR,3_RfR,4_RfR,EWS_DaysToThreat,frac_Expected Number of Deaths(1/3),frac_Expected Number of Deaths(2/5),frac_Expected Number of Deaths(4),frac_Dike Investment Costs(1/3),frac_Dike Investment Costs(2/5),frac_Dike Investment Costs(4),frac_RfR Total Costs,frac_Expected Evacuation Costs
26,2,10,10,0,0,0,1,1,1,0,3,0.8,0.03,0.03,1.0,1.0,1.0,1.0,1.0
27,9,0,6,2,7,1,0,1,1,0,0,0.89,0.02,0.39,0.0,1.0,1.0,1.0,1.0
28,5,2,10,1,1,0,1,0,1,0,1,0.96,0.02,0.13,0.0,1.0,1.0,1.0,1.0
29,2,5,10,2,10,1,1,0,0,0,2,0.91,0.69,0.22,1.0,0.0,1.0,1.0,1.0
30,9,7,9,0,7,0,1,0,0,0,1,0.96,0.71,0.01,0.0,0.0,1.0,1.0,1.0
31,2,3,7,1,0,1,1,1,0,0,3,0.87,0.0,0.07,1.0,1.0,1.0,1.0,1.0
32,3,10,10,2,7,1,0,1,1,1,1,0.89,0.92,0.44,1.0,0.0,1.0,1.0,1.0
33,6,0,6,2,4,0,1,0,1,1,0,0.83,0.01,0.44,0.0,1.0,1.0,0.0,1.0
34,5,0,5,10,1,0,0,0,1,0,3,0.68,0.0,1.0,1.0,1.0,0.0,1.0,1.0
35,3,2,7,0,5,1,1,1,0,1,3,0.89,0.16,0.02,1.0,1.0,1.0,0.0,1.0
36,7,9,3,2,10,0,0,1,1,1,0,0.6,0.97,0.44,0.0,0.0,1.0,1.0,1.0
37,3,1,9,7,4,1,0,1,0,1,3,0.88,0.06,0.92,1.0,1.0,0.0,1.0,1.0
38,3,4,10,1,0,1,1,1,1,1,0,0.95,0.03,0.24,1.0,1.0,1.0,0.0,1.0
39,10,7,9,1,4,1,0,1,0,0,3,0.98,0.43,0.07,0.0,0.0,1.0,1.0,1.0
40,8,1,6,6,6,1,1,1,0,0,2,0.88,0.11,0.83,0.0,1.0,0.0,1.0,1.0
41,1,9,10,6,6,0,1,1,1,0,2,0.68,0.83,0.87,1.0,0.0,0.0,1.0,1.0
42,5,5,10,2,1,0,1,1,1,1,2,0.96,0.08,0.44,0.0,0.0,1.0,0.0,1.0
43,2,10,9,6,5,1,0,1,1,0,2,0.82,0.76,0.87,1.0,0.0,0.0,1.0,1.0
44,7,10,7,9,7,1,1,1,1,0,2,0.95,0.92,0.99,0.0,0.0,0.0,1.0,1.0
45,4,1,4,2,3,0,0,0,0,0,2,0.42,0.04,0.22,1.0,1.0,1.0,1.0,1.0
46,6,2,0,8,2,1,0,0,1,0,0,0.01,0.08,0.97,1.0,1.0,0.0,1.0,1.0
