,A.1_DikeIncrease,A.2_DikeIncrease,A.3_DikeIncrease,A.4_DikeIncrease,A.5_DikeIncrease,0_RfR,1_RfR,2_RfR,3_RfR,4_RfR,EWS_DaysToThreat,frac_Expected Number of Deaths(1/3),frac_Expected Number of Deaths(2/5),frac_Expected Number of Deaths(4),frac_Dike Investment Costs(1/3),frac_Dike Investment Costs(2/5),frac_Dike Investment Costs(4),frac_RfR Total Costs,frac_Expected Evacuation Costs
0,8,2,9,7,5,1,0,0,1,0,3,1.0,0.25,0.95,0.0,1.0,0.0,1.0,1.0
1,8,2,9,1,2,1,0,1,1,1,3,1.0,0.15,0.3,0.0,1.0,1.0,1.0,1.0
2,8,10,6,2,10,1,1,0,0,1,3,0.8,1.0,0.35,0.0,0.0,1.0,0.0,1.0
3,9,9,8,2,3,1,0,1,1,0,0,1.0,0.6,0.35,0.0,0.0,1.0,1.0,1.0
4,4,5,9,6,8,1,0,1,1,1,1,1.0,0.75,0.9,1.0,0.0,0.0,1.0,1.0
5,3,8,7,3,9,1,1,1,1,0,1,0.95,0.95,0.55,1.0,0.0,0.0,1.0,1.0
6,9,9,9,10,9,0,1,0,1,0,3,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
7,4,1,9,9,5,0,1,1,0,0,2,0.95,0.2,1.0,1.0,1.0,0.0,1.0,1.0
8,4,1,8,0,6,1,0,1,0,0,2,1.0,0.2,0.0,1.0,1.0,1.0,1.0,1.0
9,9,2,8,4,5,1,1,1,1,1,3,1.0,0.4,0.8,0.0,1.0,0.0,0.0,1.0
10,4,7,3,6,8,1,0,1,0,0,2,0.65,0.9,0.85,1.0,0.0,0.0,1.0,1.0
11,7,7,9,8,0,0,0,0,0,0,3,1.0,0.05,1.0,0.0,1.0,0.0,1.0,1.0
12,3,7,7,4,10,1,1,0,1,0,3,0.9,0.9,0.75,1.0,0.0,0.0,1.0,1.0
13,4,7,8,7,6,0,1,1,1,1,3,0.95,0.8,1.0,1.0,0.0,0.0,0.0,1.0
14,3,2,8,7,5,1,0,1,1,1,3,0.9,0.4,1.0,1.0,1.0,0.0,1.0,1.0
15,3,5,9,8,6,1,1,1,1,0,3,1.0,0.7,1.0,1.0,0.0,0.0,1.0,1.0
16,4,1,8,5,6,1,0,1,0,1,0,1.0,0.2,0.8,1.0,1.0,0.0,1.0,1.0
17,4,6,9,1,8,1,0,1,1,1,2,1.0,0.85,0.3,1.0,0.0,1.0,1.0,1.0
18,5,6,6,6,7,1,0,1,1,1,1,0.9,0.85,0.9,1.0,0.0,0.0,1.0,1.0
19,1,7,7,2,8,1,1,1,1,0,3,0.85,0.9,0.35,1.0,0.0,1.0,1.0,1.0
20,4,9,3,2,7,1,0,1,1,0,0,0.65,0.95,0.35,1.0,0.0,1.0,1.0,1.0
21,4,3,7,2,3,1,0,1,1,1,3,0.95,0.35,0.45,1.0,1.0,1.0,1.0,1.0
22,0,7,5,2,8,1,0,1,1,1,2,0.45,0.9,0.45,1.0,0.0,1.0,1.0,1.0
23,4,6,7,8,9,0,1,0,0,0,3,0.85,0.8,1.0,1.0,0.0,0.0,1.0,1.0
24,5,6,6,2,6,1,0,1,1,1,4,0.9,0.75,0.45,1.0,0.0,1.0,1.0,1.0
25,6,1,8,2,0,1,1,1,1,0,0,1.0,0.05,0.35,0.0,1.0,1.0,1.0,1.0
26,0,8,6,4,9,1,1,1,1,0,0,0.7,0.95,0.75,1.0,0.0,0.0,1.0,1.0
27,1,10,7,10,9,0,1,0,1,0,0,0.6,1.0,1.0,1.0,0.0,0.0,1.0,1.0
