,A.1_DikeIncrease,A.2_DikeIncrease,A.3_DikeIncrease,A.4_DikeIncrease,A.5_DikeIncrease,0_RfR,1_RfR,2_RfR,3_RfR,4_RfR,EWS_DaysToThreat,frac_Expected Number of Deaths(1/3),frac_Expected Number of Deaths(2/5),frac_Expected Number of Deaths(4),frac_Dike Investment Costs(1/3),frac_Dike Investment Costs(2/5),frac_Dike Investment Costs(4),frac_RfR Total Costs,frac_Expected Evacuation Costs
0,4,3,7,2,3,1,0,1,1,1,3,0.95,0.35,0.45,1.0,1.0,1.0,1.0,1.0
1,4,9,8,2,9,1,0,1,1,1,0,1.0,1.0,0.45,1.0,0.0,1.0,1.0,1.0
2,3,2,10,2,5,1,1,1,1,1,2,1.0,0.4,0.45,1.0,1.0,1.0,0.0,1.0
3,4,3,10,2,3,1,0,1,1,1,2,1.0,0.35,0.45,0.0,1.0,1.0,1.0,1.0
4,4,10,9,10,10,1,0,0,1,1,3,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
5,3,2,8,2,5,1,0,1,1,1,3,0.9,0.4,0.45,1.0,1.0,1.0,1.0,1.0
6,3,2,9,9,5,1,1,1,1,0,2,1.0,0.4,1.0,1.0,1.0,0.0,1.0,1.0
7,4,2,8,1,5,1,0,1,1,1,3,1.0,0.4,0.3,1.0,1.0,1.0,1.0,1.0
8,4,2,9,2,3,1,0,1,1,1,3,1.0,0.3,0.45,1.0,1.0,1.0,1.0,1.0
9,5,2,7,2,5,1,0,1,1,0,1,0.95,0.4,0.35,1.0,1.0,1.0,1.0,1.0
